date,block,timestamp,staked,delegated,total,percentage,apy
2022-01-21,14047951,1642754978,17086352633383905724895097,2383032788472886407638422452,2400119141.1062703,32.266298380068385,6.169856601485655
2022-01-23,14058596,1642896721,17086352633383905724895097,2401203149126913735899680258,2418289501.760298,32.5448291174027,6.117357353814703
2022-01-24,14069241,1643039535,17086402633383905724895097,2361430319973598244278271830,2378516722.606982,31.986838244864014,6.222691080339166
2022-01-26,14079886,1643181749,17086402633383905724895097,2366123813728878475554675854,2383210216.3622622,31.97722888744572,6.2246191669743265
2022-01-27,14090531,1643324228,17086402633383905724895097,2377564446588637429795268695,2394650849.222021,32.06133783363267,6.2084888709187664
2022-01-29,14101176,1643466657,17086402633383905724895097,2376571014790213023563716679,2393657417.423597,31.987990994819498,6.222459784771095
2022-01-31,14111821,1643607948,17086502633383905724895097,2378678689498084625452525420,2395765192.1314683,32.03362853248126,6.21371169651374
2022-02-01,14122466,1643749628,17039755688192252462672095,2394845464649196854465166873,2411885220.337389,32.37348746204635,6.149652920497913
2022-02-03,14133111,1643892736,17039755688192252462672095,2397183683097088474710108564,2414223438.7852807,32.352463599059064,6.153615632120094
2022-02-05,14143756,1644034077,19545031222409046236636304,2428108713663815206565850146,2447653744.8862243,32.72223039663938,6.083919630621476
2022-02-06,14154401,1644175844,19545031222409046236636304,2406191854194626187193905164,2425736885.417035,32.51283908033813,6.123387039783759
2022-02-08,14165046,1644318020,19545031222409046236636304,2413319048393286211400983346,2432864079.6156955,32.63063843223756,6.101183467531614
